player_name,team_name,age,position,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MoM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Dribbles allowed,Blocks,OwnGoal,Key_pass_per_game,Dribble,Foul_given_game,Offside_given_per_game,Dispossessed_per_game,Unsuccessful touches,Average_per_pass,Crosses_per_game,Longpass_per_game,Through_ball_per_game,xG,xGDiff,xGPerNinety,totalShots,xGPerShot
Fisnik Asllani,Hoffenheim,21, Forward,0(8),162,0,0,0,0,1.1,61.7,0.8,0,6.05,0.0,0.4,0.3,0.0,0.4,0.5,0.0,0,0.4,0.1,0.4,0.3,0.3,0.9,7.5,0.0,0.0,0.0,1.7,-1.7,0.94,9.0,0.19
Patrick Herrmann,Borussia M.Gladbach,33," M(LR),FW",0(21),151,1,0,2,0,0.3,73.9,0.1,0,6.04,0.3,0.1,0.2,0.0,0.0,0.1,0.0,0,0.2,0.0,0.2,0.0,0.2,0.0,4.4,0.1,0.1,0.0,0.27,0.73,0.16,6.0,0.05
Nicolai Rapp,Werder Bremen,27," D(C),DMC",0(7),67,0,0,0,0,0.1,80.7,0.1,0,6.04,0.4,0.0,0.3,0.0,0.1,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.4,0.0,0.12,-0.12,0.16,1.0,0.12
Myziane Maolida,Hertha Berlin,25," AM(LR),FW",1(2),94,0,0,0,0,0.0,53.8,0.0,0,6.04,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0,0.3,0.7,0.0,0.0,1.7,1.0,4.3,0.3,0.0,0.0,,,,,
Nathanaël Mbuku,Augsburg,22," AM(CLR),FW",0(2),32,0,0,0,0,0.0,50.0,0.0,0,6.04,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,1.0,3.0,0.0,0.0,0.0,,,,,
Sidi Sané,Schalke 04,21, Forward,1(1),25,0,0,0,0,0.0,100.0,0.0,0,6.04,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,0.0,0.5,0.0,,,,,
Muhammed Damar,Hoffenheim,20, Midfielder,1(5),157,0,0,0,0,0.2,85.2,0.3,0,6.04,1.0,0.0,1.0,0.0,0.0,0.2,0.0,0,0.5,0.0,0.2,0.0,0.3,1.5,10.2,0.0,0.0,0.0,0.08,-0.08,0.05,1.0,0.08
Vladimír Darida,Hertha Berlin,33," M(CLR),FW",0(3),29,0,0,0,0,0.0,66.7,0.0,0,6.03,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.3,0.3,0.0,0.3,1.3,4.0,0.0,0.0,0.0,,,,,
Eren Dinkçi,Werder Bremen,22, AM(CR),0(17),215,0,0,0,0,0.4,66.7,0.3,0,6.02,0.3,0.0,0.3,0.0,0.1,0.2,0.0,0,0.4,0.2,0.1,0.1,0.2,0.9,3.9,0.1,0.1,0.0,0.5,-0.5,0.21,6.0,0.08
Timothy Chandler,Eintracht Frankfurt,34," D(R),M(LR)",0(6),84,0,0,0,0,0.0,60.0,0.2,0,6.02,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0,0.2,0.2,0.0,0.0,0.0,0.3,6.7,0.0,0.7,0.0,,,,,
Dzenan Pejcinovic,Wolfsburg,19, Forward,0(1),10,0,0,0,0,0.0,0.0,1.0,0,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Semir Telalovic,Borussia M.Gladbach,24, Forward,0(3),7,0,0,0,0,0.3,50.0,0.3,0,6.02,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.06,-0.06,0.77,1.0,0.06
Jérôme Roussillon,Wolfsburg,31," D(L),M(L)",0(4),19,0,0,0,0,0.0,50.0,0.3,0,6.01,1.0,0.3,0.8,0.1,1.1,0.3,0.1,0,0.4,0.7,0.8,0.0,0.5,0.8,18.8,0.4,0.8,0.0,0.57,-0.57,0.05,9.0,0.06
Marco Pasalic,Borussia Dortmund,23, Midfielder,0(1),10,0,0,0,0,1.0,100.0,0.0,0,6.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.02,-0.02,0.22,1.0,0.02
Kerim Çalhanoglu,Schalke 04,21," D(L),M(L)",0(3),60,0,0,0,0,0.3,69.2,0.3,0,6.01,0.7,0.0,1.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.3,0.0,0.0,1.0,8.7,0.3,1.3,0.0,0.03,-0.03,0.04,1.0,0.03
Karim Bellarabi,Bayer Leverkusen,34," M(CLR),FW",1(7),80,0,0,0,0,0.0,75.0,0.0,0,6.01,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0,0.0,0.1,0.0,0.3,0.3,0.1,6.0,0.0,0.0,0.0,,,,,
Justin Diehl,FC Koln,19, Forward,0(2),15,0,0,0,0,0.0,100.0,0.0,0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
Aaron Zehnter,Augsburg,19, M(L),0(1),1,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,
Ayman Azhil,Bayer Leverkusen,23, DMC,0(1),1,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Dikeni-Rafid Salifou,Werder Bremen,20, Midfielder,0(1),1,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Joshua Quarshie,Hoffenheim,19, D(C),0(1),1,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
Julian Eitschberger,Hertha Berlin,20, Defender,0(1),1,0,0,0,0,0.0,100.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
Noah Mbamba,Bayer Leverkusen,19, Midfielder,0(1),1,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Rocco Reitz,Borussia M.Gladbach,21, M(C),0(1),2,0,0,0,0,0.0,100.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,
Sanoussy Ba,RB Leipzig,20, Defender,0(1),1,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Lukas Petkov,Augsburg,23, FW,0(7),140,0,0,1,0,0.3,51.5,0.7,0,5.99,0.7,0.1,0.6,0.0,0.0,0.1,0.1,0,0.0,0.1,0.1,0.0,0.4,0.9,4.7,0.0,0.1,0.0,0.04,-0.04,0.02,2.0,0.02
Bouna Sarr,Bayern Munich,32," D(R),M(CLR)",0(1),2,0,0,0,0,0.0,50.0,0.0,0,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,
Brajan Gruda,Mainz 05,19, AM(C),0(2),2,0,0,0,0,0.0,33.3,0.0,0,5.99,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.5,0.0,1.5,0.5,0.0,0.0,,,,,
Dario Gebuhr,Eintracht Frankfurt,20, Defender,0(1),20,0,0,0,0,0.0,83.3,0.0,0,5.98,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,,,,,
Kimberly Ezekwem,Freiburg,22, Defender,0(1),7,0,0,0,0,0.0,71.4,0.0,0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,,,,
Marcel Wenig,Eintracht Frankfurt,19, Midfielder,0(1),3,0,0,0,0,0.0,90.0,0.0,0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,,,,,
Jonathan Schmid,Freiburg,33," D(R),M(CLR)",0(3),38,0,0,0,0,0.3,90.9,0.0,0,5.97,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0,0.3,0.3,0.0,0.0,0.0,0.3,7.3,0.7,0.0,0.0,0.11,-0.11,0.26,1.0,0.11
Robert Wagner,Freiburg,20, M(C),0(4),36,0,0,1,0,0.5,46.7,0.5,0,5.97,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.3,0.0,0.3,0.3,3.8,0.0,0.0,0.0,0.44,-0.44,1.09,2.0,0.22
Joel Pohjanpalo,Bayer Leverkusen,29, FW,0(1),3,0,0,0,0,0.0,0.0,0.0,0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
Tony Rölke,Hertha Berlin,21, Forward,0(1),19,0,0,0,0,0.0,62.5,0.0,0,5.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,,,,,
Thomas Kastanaras,VfB Stuttgart,21, Forward,1(3),71,0,0,0,0,0.5,81.3,0.0,0,5.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,1.3,4.0,0.3,0.0,0.0,0.16,-0.16,0.21,2.0,0.08
Filip Kostic,Eintracht Frankfurt,31," M(LR),FW",1,74,0,0,1,0,1.0,69.2,0.0,0,5.93,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,26.0,1.0,1.0,0.0,0.02,-0.02,0.03,1.0,0.02
Alou Kuol,VfB Stuttgart,22, Forward,0(1),5,0,0,0,0,0.0,100.0,0.0,0,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
Andreas Ivan,Schalke 04,29, Midfielder,0(1),45,0,0,0,0,1.0,90.0,0.0,0,5.91,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.03,-0.03,0.06,1.0,0.03
Justin Njinmah,Borussia Dortmund,23, FW,0(1),21,0,0,0,0,0.0,0.0,0.0,0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,,,,,
Felix Agu,Werder Bremen,24," D(LR),M(LR)",0(3),48,0,0,0,0,0.3,66.7,0.3,0,5.91,0.3,0.0,1.0,0.0,0.0,0.0,0.3,0,0.3,0.0,1.0,0.0,0.7,0.3,6.0,0.0,0.3,0.0,0.04,-0.04,0.08,1.0,0.04
Tim Oermann,Bochum,20, D(R),2(2),193,0,0,0,0,0.0,76.5,1.0,0,5.89,0.5,0.3,0.8,0.3,1.8,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,0.3,12.8,0.0,1.3,0.0,,,,,
Jean-Manuel Mbom,Werder Bremen,24," D(R),DMC,M(R)",0(2),5,0,0,0,0,0.0,66.7,0.0,0,5.89,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,,,,,
Alexander Sørloth,RB Leipzig,28," AM(R),FW",0(1),5,0,0,1,0,0.0,100.0,0.0,0,5.87,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,
Eniss Shabani,Mainz 05,20, Midfielder,0(1),9,0,0,1,0,0.0,83.3,0.0,0,5.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,,,,,
Jannes Horn,Bochum,27," D(CL),M(L)",1(1),59,0,0,1,0,0.0,82.4,0.0,0,5.84,1.0,1.5,0.5,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.5,0.0,,,,,
Tymoteusz Puchacz,Union Berlin,25," D(L),M(L)",1,59,0,0,0,0,0.0,73.1,0.0,0,5.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,4.0,26.0,0.0,1.0,0.0,,,,,
Soumaïla Coulibaly,Borussia Dortmund,20, D(C),0(1),45,0,0,0,0,0.0,97.8,1.0,0,5.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,,,,,
Lukás Ambros,Wolfsburg,19, Midfielder,0(1),16,0,0,0,0,0.0,100.0,0.0,0,5.08,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,
Stefan Posch,Hoffenheim,26, D(CR),1,19,0,0,0,1,0.0,66.7,0.0,0,4.88,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,
