Name,Team,Position,Date of Birth,Age,Nationality,Market Value
Taylor Richards,Brighton & Hove Albion,Central Midfield,"Dec 4, 2000",22,England,€400k
Jack Spong,Brighton & Hove Albion,Central Midfield,"Feb 4, 2002",21,England,€150k
Jack Hinchy,Brighton & Hove Albion,Central Midfield,"Jan 30, 2003",20,England,€100k
Enock Mwepu,Brighton & Hove Albion,Central Midfield,"Jan 1, 1998",25,Zambia,-
Julio Enciso,Brighton & Hove Albion,Attacking Midfield,"Jan 23, 2004",19,Paraguay,€22.00m
Facundo Buonanotte,Brighton & Hove Albion,Attacking Midfield,"Dec 23, 2004",18,Argentina,€12.00m
Adam Lallana,Brighton & Hove Albion,Attacking Midfield,"May 10, 1988",35,England,€1.20m
Andrew Moran,Brighton & Hove Albion,Attacking Midfield,"Oct 15, 2003",19,Ireland,€300k
Cameron Peupion,Brighton & Hove Albion,Attacking Midfield,"Sep 23, 2002",20,Australia,€125k
Leandro Trossard,Brighton & Hove Albion,Left Winger,"Dec 4, 1994",28,Belgium,€35.00m
Kaoru Mitoma,Brighton & Hove Albion,Left Winger,"May 20, 1997",26,Japan,€32.00m
Jeremy Sarmiento,Brighton & Hove Albion,Left Winger,"Jun 16, 2002",21,Ecuador,€5.00m
Solly March,Brighton & Hove Albion,Right Winger,"Jul 20, 1994",28,England,€22.00m
Evan Ferguson,Brighton & Hove Albion,Centre-Forward,"Oct 19, 2004",18,Ireland,€30.00m
Neal Maupay,Brighton & Hove Albion,Centre-Forward,"Aug 14, 1996",26,France,€10.00m
Deniz Undav,Brighton & Hove Albion,Centre-Forward,"Jul 19, 1996",26,Germany,€10.00m
Danny Welbeck,Brighton & Hove Albion,Centre-Forward,"Nov 26, 1990",32,England,€7.00m
Aaron Connolly,Brighton & Hove Albion,Centre-Forward,"Jan 28, 2000",23,Ireland,€4.00m
Emiliano Martínez,Aston Villa,Goalkeeper,"Sep 2, 1992",30,Argentina,€28.00m
Robin Olsen,Aston Villa,Goalkeeper,"Jan 8, 1990",33,Sweden,€1.50m
Jed Steer,Aston Villa,Goalkeeper,"Sep 23, 1992",30,England,€500k
Viljami Sinisalo,Aston Villa,Goalkeeper,"Oct 11, 2001",21,Finland,€500k
Oliwier Zych,Aston Villa,Goalkeeper,"Jun 28, 2004",19,Poland,€50k
Filip Marschall,Aston Villa,Goalkeeper,"Apr 24, 2003",20,Poland,-
James Wright,Aston Villa,Goalkeeper,"Dec 2, 2004",18,England,-
Ezri Konsa,Aston Villa,Centre-Back,"Oct 23, 1997",25,England,€25.00m
Tyrone Mings,Aston Villa,Centre-Back,"Mar 13, 1993",30,England,€22.00m
Diego Carlos,Aston Villa,Centre-Back,"Mar 15, 1993",30,Brazil,€20.00m
Jan Bednarek,Aston Villa,Centre-Back,"Apr 12, 1996",27,Poland,€14.00m
Calum Chambers,Aston Villa,Centre-Back,"Jan 20, 1995",28,England,€8.00m
Kortney Hause,Aston Villa,Centre-Back,"Jul 16, 1995",27,England,€2.20m
Josh Feeney,Aston Villa,Centre-Back,"May 6, 2005",18,England,€300k
Sil Swinkels,Aston Villa,Centre-Back,"Jan 6, 2004",19,Netherlands,€150k
Álex Moreno,Aston Villa,Left-Back,"Jun 8, 1993",30,Spain,€15.00m
Lucas Digne,Aston Villa,Left-Back,"Jul 20, 1993",29,France,€15.00m
Ludwig Augustinsson,Aston Villa,Left-Back,"Apr 21, 1994",29,Sweden,€2.50m
Ashley Young,Aston Villa,Left-Back,"Jul 9, 1985",37,England,€600k
Sebastian Revan,Aston Villa,Left-Back,"Jul 14, 2003",19,England,-
Travis Patterson,Aston Villa,Left-Back,"Oct 6, 2005",17,England,-
Matty Cash,Aston Villa,Right-Back,"Aug 7, 1997",25,Poland,€25.00m
Boubacar Kamara,Aston Villa,Defensive Midfield,"Nov 23, 1999",23,France,€30.00m
Leander Dendoncker,Aston Villa,Defensive Midfield,"Apr 15, 1995",28,Belgium,€15.00m
Marvelous Nakamba,Aston Villa,Defensive Midfield,"Jan 19, 1994",29,Zimbabwe,€4.00m
Lamare Bogarde,Aston Villa,Defensive Midfield,"Jan 5, 2004",19,Netherlands,€450k
Douglas Luiz,Aston Villa,Central Midfield,"May 9, 1998",25,Brazil,€40.00m
John McGinn,Aston Villa,Central Midfield,"Oct 18, 1994",28,Scotland,€27.00m
Morgan Sanson,Aston Villa,Central Midfield,"Aug 18, 1994",28,France,€6.00m
Tim Iroegbunam,Aston Villa,Central Midfield,"Jun 30, 2003",20,England,€5.00m
Jacob Ramsey,Aston Villa,Attacking Midfield,"May 28, 2001",22,England,€42.00m
Philippe Coutinho,Aston Villa,Attacking Midfield,"Jun 12, 1992",31,Brazil,€10.00m
Tommi O'Reilly,Aston Villa,Attacking Midfield,"Dec 15, 2003",19,England,-
Leon Bailey,Aston Villa,Left Winger,"Aug 9, 1997",25,Jamaica,€28.00m
Jaden Philogene,Aston Villa,Left Winger,"Feb 8, 2002",21,England,€2.80m
Kadan Young,Aston Villa,Left Winger,"Jan 19, 2006",17,England,-
Emiliano Buendía,Aston Villa,Right Winger,"Dec 25, 1996",26,Argentina,€28.00m
Bertrand Traoré,Aston Villa,Right Winger,"Sep 6, 1995",27,Burkina Faso,€12.00m
Ollie Watkins,Aston Villa,Centre-Forward,"Dec 30, 1995",27,England,€40.00m
Danny Ings,Aston Villa,Centre-Forward,"Jul 23, 1992",30,England,€12.00m
Cameron Archer,Aston Villa,Centre-Forward,"Dec 9, 2001",21,England,€12.00m
Jhon Durán,Aston Villa,Centre-Forward,"Dec 13, 2003",19,Colombia,€12.00m
Keinan Davis,Aston Villa,Centre-Forward,"Feb 13, 1998",25,England,€3.00m
José Sá,Wolverhampton Wanderers,Goalkeeper,"Jan 17, 1993",30,Portugal,€18.00m
Matija Sarkic,Wolverhampton Wanderers,Goalkeeper,"Jul 23, 1997",25,Montenegro,€2.00m
Daniel Bentley,Wolverhampton Wanderers,Goalkeeper,"Jul 13, 1993",29,England,€2.00m
Louie Moulden,Wolverhampton Wanderers,Goalkeeper,"Jan 6, 2002",21,England,€200k
Jackson Smith,Wolverhampton Wanderers,Goalkeeper,"Oct 14, 2001",21,England,€150k
Max Kilman,Wolverhampton Wanderers,Centre-Back,"May 23, 1997",26,England,€30.00m
Nathan Collins,Wolverhampton Wanderers,Centre-Back,"Apr 30, 2001",22,Ireland,€22.00m
Conor Coady,Wolverhampton Wanderers,Centre-Back,"Feb 25, 1993",30,England,€12.00m
Toti,Wolverhampton Wanderers,Centre-Back,"Jan 16, 1999",24,Portugal,€6.00m
Yerson Mosquera,Wolverhampton Wanderers,Centre-Back,"May 2, 2001",22,Colombia,€3.00m
Willy Boly,Wolverhampton Wanderers,Centre-Back,"Feb 3, 1991",32,Cote d'Ivoire,€2.50m
Craig Dawson,Wolverhampton Wanderers,Centre-Back,"May 6, 1990",33,England,€2.00m
Rayan Aït-Nouri,Wolverhampton Wanderers,Left-Back,"Jun 6, 2001",22,Algeria,€22.00m
Hugo Bueno,Wolverhampton Wanderers,Left-Back,"Sep 18, 2002",20,Spain,€6.00m
Nélson Semedo,Wolverhampton Wanderers,Right-Back,"Nov 16, 1993",29,Portugal,€15.00m
Jonny Otto,Wolverhampton Wanderers,Right-Back,"Mar 3, 1994",29,Spain,€13.00m
Ki-Jana Hoever,Wolverhampton Wanderers,Right-Back,"Jan 18, 2002",21,Netherlands,€3.50m
Dexter Lembikisa,Wolverhampton Wanderers,Right-Back,"Nov 4, 2003",19,Jamaica,-
Rúben Neves,Wolverhampton Wanderers,Defensive Midfield,"Mar 13, 1997",26,Portugal,€40.00m
Leander Dendoncker,Wolverhampton Wanderers,Defensive Midfield,"Apr 15, 1995",28,Belgium,€15.00m
Mario Lemina,Wolverhampton Wanderers,Defensive Midfield,"Sep 1, 1993",29,Gabon,€10.00m
Boubacar Traoré,Wolverhampton Wanderers,Defensive Midfield,"Aug 20, 2001",21,Mali,€5.00m
Joe Hodge,Wolverhampton Wanderers,Defensive Midfield,"Sep 14, 2002",20,Ireland,€2.00m
Harvey Griffiths,Wolverhampton Wanderers,Defensive Midfield,"Sep 22, 2003",19,England,-
Matheus Nunes,Wolverhampton Wanderers,Central Midfield,"Aug 27, 1998",24,Portugal,€45.00m
João Gomes,Wolverhampton Wanderers,Central Midfield,"Feb 12, 2001",22,Brazil,€18.00m
Luke Cundle,Wolverhampton Wanderers,Central Midfield,"Apr 26, 2002",21,England,€3.00m
João Moutinho,Wolverhampton Wanderers,Central Midfield,"Sep 8, 1986",36,Portugal,€1.50m
Connor Ronan,Wolverhampton Wanderers,Central Midfield,"Mar 6, 1998",25,Ireland,€800k
Morgan Gibbs-White,Wolverhampton Wanderers,Attacking Midfield,"Jan 27, 2000",23,England,€40.00m
Chem Campbell,Wolverhampton Wanderers,Attacking Midfield,"Dec 30, 2002",20,Wales,€1.00m
Gonçalo Guedes,Wolverhampton Wanderers,Left Winger,"Nov 29, 1996",26,Portugal,€23.00m
Chiquinho,Wolverhampton Wanderers,Left Winger,"Feb 5, 2000",23,Portugal,€2.00m
Pedro Neto,Wolverhampton Wanderers,Right Winger,"Mar 9, 2000",23,Portugal,€28.00m
Daniel Podence,Wolverhampton Wanderers,Right Winger,"Oct 21, 1995",27,Portugal,€20.00m
Pablo Sarabia,Wolverhampton Wanderers,Right Winger,"May 11, 1992",31,Spain,€14.00m
Adama Traoré,Wolverhampton Wanderers,Right Winger,"Jan 25, 1996",27,Spain,€10.00m
Matheus Cunha,Wolverhampton Wanderers,Centre-Forward,"May 27, 1999",24,Brazil,€25.00m
Sasa Kalajdzic,Wolverhampton Wanderers,Centre-Forward,"Jul 7, 1997",25,Austria,€15.00m
Hee-chan Hwang,Wolverhampton Wanderers,Centre-Forward,"Jan 26, 1996",27,"Korea, South",€12.00m
Raúl Jiménez,Wolverhampton Wanderers,Centre-Forward,"May 5, 1991",32,Mexico,€6.00m
Diego Costa,Wolverhampton Wanderers,Centre-Forward,"Oct 7, 1988",34,Spain,€2.00m
Nathan Fraser,Wolverhampton Wanderers,Centre-Forward,"Feb 22, 2005",18,Ireland,-
Danny Ward,Leicester City,Goalkeeper,"Jun 22, 1993",30,Wales,€6.00m
Daniel Iversen,Leicester City,Goalkeeper,"Jul 19, 1997",25,Denmark,€5.00m
Alex Smithies,Leicester City,Goalkeeper,"Mar 5, 1990",33,England,€500k
Wesley Fofana,Leicester City,Centre-Back,"Dec 17, 2000",22,France,€55.00m
Wout Faes,Leicester City,Centre-Back,"Apr 3, 1998",25,Belgium,€20.00m
Çağlar Söyüncü,Leicester City,Centre-Back,"May 23, 1996",27,Türkiye,€15.00m
Harry Souttar,Leicester City,Centre-Back,"Oct 22, 1998",24,Australia,€15.00m
Daniel Amartey,Leicester City,Centre-Back,"Dec 21, 1994",28,Ghana,€12.00m
Jannik Vestergaard,Leicester City,Centre-Back,"Aug 3, 1992",30,Denmark,€4.00m
Jonny Evans,Leicester City,Centre-Back,"Jan 3, 1988",35,Northern Ireland,€2.00m
Lewis Brunt,Leicester City,Centre-Back,"Nov 6, 2000",22,England,€100k
Victor Kristiansen,Leicester City,Left-Back,"Dec 16, 2002",20,Denmark,€12.00m
Luke Thomas,Leicester City,Left-Back,"Jun 10, 2001",22,England,€12.00m
Ryan Bertrand,Leicester City,Left-Back,"Aug 5, 1989",33,England,€800k
Timothy Castagne,Leicester City,Right-Back,"Dec 5, 1995",27,Belgium,€25.00m
James Justin,Leicester City,Right-Back,"Feb 23, 1998",25,England,€20.00m
Ricardo Pereira,Leicester City,Right-Back,"Oct 6, 1993",29,Portugal,€10.00m
Joe Wormleighton,Leicester City,Right-Back,"Dec 30, 2003",19,England,€100k
Wilfred Ndidi,Leicester City,Defensive Midfield,"Dec 16, 1996",26,Nigeria,€25.00m
Boubakary Soumaré,Leicester City,Defensive Midfield,"Feb 27, 1999",24,France,€20.00m
Hamza Choudhury,Leicester City,Defensive Midfield,"Oct 1, 1997",25,England,€5.00m
Nampalys Mendy,Leicester City,Defensive Midfield,"Jun 23, 1992",31,Senegal,€2.50m
Sammy Braybrooke,Leicester City,Defensive Midfield,"Mar 12, 2004",19,England,€250k
Youri Tielemans,Leicester City,Central Midfield,"May 7, 1997",26,Belgium,€25.00m
Kiernan Dewsbury-Hall,Leicester City,Central Midfield,"Sep 6, 1998",24,England,€25.00m
Dennis Praet,Leicester City,Central Midfield,"May 14, 1994",29,Belgium,€7.00m
Marc Albrighton,Leicester City,Right Midfield,"Nov 18, 1989",33,England,€1.00m
James Maddison,Leicester City,Attacking Midfield,"Nov 23, 1996",26,England,€60.00m
Will Alves,Leicester City,Attacking Midfield,"May 4, 2005",18,England,-
Harvey Barnes,Leicester City,Left Winger,"Dec 9, 1997",25,England,€35.00m
Ayoze Pérez,Leicester City,Left Winger,"Jul 29, 1993",29,Spain,€6.00m
Tetê,Leicester City,Right Winger,"Feb 15, 2000",23,Brazil,€25.00m
Kasey McAteer,Leicester City,Right Winger,"Nov 22, 2001",21,England,€250k
Wanya Marçal,Leicester City,Right Winger,"Oct 19, 2002",20,Portugal,-
Kelechi Iheanacho,Leicester City,Centre-Forward,"Oct 3, 1996",26,Nigeria,€18.00m
Patson Daka,Leicester City,Centre-Forward,"Oct 9, 1998",24,Zambia,€18.00m
Jamie Vardy,Leicester City,Centre-Forward,"Jan 11, 1987",36,England,€2.50m
George Hirst,Leicester City,Centre-Forward,"Feb 15, 1999",24,England,€800k
Alphonse Areola,West Ham United,Goalkeeper,"Feb 27, 1993",30,France,€8.00m
Lukasz Fabianski,West Ham United,Goalkeeper,"Apr 18, 1985",38,Poland,€900k
Darren Randolph,West Ham United,Goalkeeper,"May 12, 1987",36,Ireland,€400k
Nathan Trott,West Ham United,Goalkeeper,"Nov 21, 1998",24,England,€400k
Krisztián Hegyi,West Ham United,Goalkeeper,"Sep 24, 2002",20,Hungary,€250k
Joseph Anang,West Ham United,Goalkeeper,"Jun 8, 2000",23,England,€100k
Nayef Aguerd,West Ham United,Centre-Back,"Mar 30, 1996",27,Morocco,€35.00m
Kurt Zouma,West Ham United,Centre-Back,"Oct 27, 1994",28,France,€22.00m
Thilo Kehrer,West Ham United,Centre-Back,"Sep 21, 1996",26,Germany,€18.00m
Craig Dawson,West Ham United,Centre-Back,"May 6, 1990",33,England,€2.00m
Angelo Ogbonna,West Ham United,Centre-Back,"May 23, 1988",35,Italy,€900k
Jamal Baptiste,West Ham United,Centre-Back,"Nov 11, 2003",19,England,€250k
Levi Laing,West Ham United,Centre-Back,"Apr 12, 2003",20,England,-
Michael Forbes,West Ham United,Centre-Back,"Apr 29, 2004",19,Northern Ireland,-
Kaelan Casey,West Ham United,Centre-Back,"Oct 28, 2004",18,England,-
Emerson,West Ham United,Left-Back,"Aug 3, 1994",28,Italy,€12.00m
Aaron Cresswell,West Ham United,Left-Back,"Dec 15, 1989",33,England,€1.20m
Oliver Scarles,West Ham United,Left-Back,"Dec 12, 2005",17,England,€200k
Regan Clayton,West Ham United,Left-Back,"Nov 11, 2004",18,England,€150k
Ben Johnson,West Ham United,Right-Back,"Jan 24, 2000",23,England,€10.00m
Vladimir Coufal,West Ham United,Right-Back,"Aug 22, 1992",30,Czech Republic,€9.00m
Harrison Ashby,West Ham United,Right-Back,"Nov 14, 2001",21,Scotland,€1.00m
Declan Rice,West Ham United,Defensive Midfield,"Jan 14, 1999",24,England,€90.00m
Tomas Soucek,West Ham United,Defensive Midfield,"Feb 27, 1995",28,Czech Republic,€35.00m
Conor Coventry,West Ham United,Defensive Midfield,"Mar 25, 2000",23,Ireland,€1.80m
Pierre Ekwah,West Ham United,Defensive Midfield,"Jan 15, 2002",21,France,€500k
Keenan Appiah-Forson,West Ham United,Defensive Midfield,"Oct 16, 2001",21,England,€300k
Freddie Potts,West Ham United,Defensive Midfield,"Sep 12, 2003",19,England,€250k
Flynn Downes,West Ham United,Central Midfield,"Jan 20, 1999",24,England,€9.00m
Lewis Orford,West Ham United,Central Midfield,"Feb 18, 2006",17,England,-
Dan Chesters,West Ham United,Right Midfield,"Apr 4, 2002",21,England,€250k
Lucas Paquetá,West Ham United,Attacking Midfield,"Aug 27, 1997",25,Brazil,€45.00m
Pablo Fornals,West Ham United,Attacking Midfield,"Feb 22, 1996",27,Spain,€22.00m
Nikola Vlašić,West Ham United,Attacking Midfield,"Oct 4, 1997",25,Croatia,€17.00m
Manuel Lanzini,West Ham United,Attacking Midfield,"Feb 15, 1993",30,Argentina,€6.00m
Kamarai Swyer,West Ham United,Attacking Midfield,"Dec 4, 2002",20,England,€150k
Saïd Benrahma,West Ham United,Left Winger,"Aug 10, 1995",27,Algeria,€25.00m
Maxwel Cornet,West Ham United,Left Winger,"Sep 27, 1996",26,Cote d'Ivoire,€12.00m
Armstrong Oko-Flex,West Ham United,Left Winger,"Mar 2, 2002",21,Ireland,€500k
Jarrod Bowen,West Ham United,Right Winger,"Dec 20, 1996",26,England,€38.00m
Gianluca Scamacca,West Ham United,Centre-Forward,"Jan 1, 1999",24,Italy,€22.00m
Danny Ings,West Ham United,Centre-Forward,"Jul 23, 1992",30,England,€12.00m
Michail Antonio,West Ham United,Centre-Forward,"Mar 28, 1990",33,Jamaica,€7.00m
Divin Mubama,West Ham United,Centre-Forward,"Oct 25, 2004",18,England,€250k
Gavin Bazunu,Southampton FC,Goalkeeper,"Feb 20, 2002",21,Ireland,€15.00m
Alex McCarthy,Southampton FC,Goalkeeper,"Dec 3, 1989",33,England,€1.20m
Willy Caballero,Southampton FC,Goalkeeper,"Sep 28, 1981",41,Argentina,€150k
Armel Bella-Kotchap,Southampton FC,Centre-Back,"Dec 11, 2001",21,Germany,€20.00m
Mohammed Salisu,Southampton FC,Centre-Back,"Apr 17, 1999",24,Ghana,€18.00m
Jan Bednarek,Southampton FC,Centre-Back,"Apr 12, 1996",27,Poland,€14.00m
Duje Caleta-Car,Southampton FC,Centre-Back,"Sep 17, 1996",26,Croatia,€11.00m
Lyanco,Southampton FC,Centre-Back,"Feb 1, 1997",26,Brazil,€3.50m
Jack Stephens,Southampton FC,Centre-Back,"Jan 27, 1994",29,England,€3.50m
Dynel Simeu,Southampton FC,Centre-Back,"Mar 13, 2002",21,England,€800k
Nico Lawrence,Southampton FC,Centre-Back,"Nov 22, 2003",19,England,-
Romain Perraud,Southampton FC,Left-Back,"Sep 22, 1997",25,France,€12.00m
Juan Larios,Southampton FC,Left-Back,"Jan 12, 2004",19,Spain,€7.00m
Kyle Walker-Peters,Southampton FC,Right-Back,"Apr 13, 1997",26,England,€25.00m
Tino Livramento,Southampton FC,Right-Back,"Nov 12, 2002",20,England,€25.00m
Yan Valery,Southampton FC,Right-Back,"Feb 22, 1999",24,Tunisia,€2.00m
James Bree,Southampton FC,Right-Back,"Dec 11, 1997",25,England,€2.00m
Lewis Payne,Southampton FC,Right-Back,"May 30, 2004",19,England,€200k
Roméo Lavia,Southampton FC,Defensive Midfield,"Jan 6, 2004",19,Belgium,€32.00m
Ibrahima Diallo,Southampton FC,Defensive Midfield,"Mar 8, 1999",24,France,€7.00m
Oriol Romeu,Southampton FC,Defensive Midfield,"Sep 24, 1991",31,Spain,€5.00m
James Ward-Prowse,Southampton FC,Central Midfield,"Nov 1, 1994",28,England,€38.00m
Carlos Alcaraz,Southampton FC,Central Midfield,"Nov 30, 2002",20,Argentina,€15.00m
Joe Aribo,Southampton FC,Central Midfield,"Jul 21, 1996",26,Nigeria,€11.00m
Stuart Armstrong,Southampton FC,Central Midfield,"Mar 30, 1992",31,Scotland,€4.50m
Will Smallbone,Southampton FC,Central Midfield,"Feb 21, 2000",23,Ireland,€3.50m
Ryan Finnigan,Southampton FC,Central Midfield,"Sep 23, 2003",19,England,€250k
Ainsley Maitland-Niles,Southampton FC,Right Midfield,"Aug 29, 1997",25,England,€8.00m
Diamond Edwards,Southampton FC,Attacking Midfield,"Sep 18, 2003",19,England,€150k
Kamari Doyle,Southampton FC,Attacking Midfield,"Aug 1, 2005",17,England,-
Kamaldeen Sulemana,Southampton FC,Left Winger,"Feb 15, 2002",21,Ghana,€22.00m
Mohamed Elyounoussi,Southampton FC,Left Winger,"Aug 4, 1994",28,Norway,€9.00m
Moussa Djenepo,Southampton FC,Left Winger,"Jun 15, 1998",25,Mali,€8.00m
Samuel Edozie,Southampton FC,Left Winger,"Jan 28, 2003",20,England,€8.00m
Mislav Orsic,Southampton FC,Left Winger,"Dec 29, 1992",30,Croatia,€5.00m
Nathan Tella,Southampton FC,Right Winger,"Jul 5, 1999",23,Nigeria,€18.00m
Nathan Redmond,Southampton FC,Right Winger,"Mar 6, 1994",29,England,€10.00m
Theo Walcott,Southampton FC,Right Winger,"Mar 16, 1989",34,England,€1.00m
Samuel Amo-Ameyaw,Southampton FC,Right Winger,"Jul 18, 2006",16,England,-
Ché Adams,Southampton FC,Centre-Forward,"Jul 13, 1996",26,Scotland,€20.00m
Paul Onuachu,Southampton FC,Centre-Forward,"May 28, 1994",29,Nigeria,€13.00m
Adam Armstrong,Southampton FC,Centre-Forward,"Feb 10, 1997",26,England,€10.00m
Sékou Mara,Southampton FC,Centre-Forward,"Jul 30, 2002",20,France,€10.00m
Dan Nlundulu,Southampton FC,Centre-Forward,"Feb 5, 1999",24,England,€900k
Dom Ballard,Southampton FC,Centre-Forward,"Apr 1, 2005",18,England,€300k
Jimmy-Jay Morgan,Southampton FC,Centre-Forward,"Jan 21, 2006",17,England,-
Jordan Pickford,Everton FC,Goalkeeper,"Mar 7, 1994",29,England,€22.00m
Asmir Begovic,Everton FC,Goalkeeper,"Jun 20, 1987",36,Bosnia-Herzegovina,€800k
Eldin Jakupovic,Everton FC,Goalkeeper,"Oct 2, 1984",38,Switzerland,€200k
Andy Lonergan,Everton FC,Goalkeeper,"Oct 19, 1983",39,England,€150k
James Tarkowski,Everton FC,Centre-Back,"Nov 19, 1992",30,England,€18.00m
Ben Godfrey,Everton FC,Centre-Back,"Jan 15, 1998",25,England,€13.00m
Conor Coady,Everton FC,Centre-Back,"Feb 25, 1993",30,England,€12.00m
Michael Keane,Everton FC,Centre-Back,"Jan 11, 1993",30,England,€10.00m
Yerry Mina,Everton FC,Centre-Back,"Sep 23, 1994",28,Colombia,€10.00m
Mason Holgate,Everton FC,Centre-Back,"Oct 22, 1996",26,England,€9.00m
Reece Welch,Everton FC,Centre-Back,"Sep 19, 2003",19,England,€500k
Vitaliy Mykolenko,Everton FC,Left-Back,"May 29, 1999",24,Ukraine,€25.00m
Rúben Vinagre,Everton FC,Left-Back,"Apr 9, 1999",24,Portugal,€4.00m
Ishé Samuels-Smith,Everton FC,Left-Back,"Jun 5, 2006",17,England,-
Nathan Patterson,Everton FC,Right-Back,"Oct 16, 2001",21,Scotland,€16.00m
Seamus Coleman,Everton FC,Right-Back,"Oct 11, 1988",34,Ireland,€1.00m
Kyle John,Everton FC,Right-Back,"Feb 13, 2001",22,England,€150k
Amadou Onana,Everton FC,Defensive Midfield,"Aug 16, 2001",21,Belgium,€45.00m
James Garner,Everton FC,Defensive Midfield,"Mar 13, 2001",22,England,€14.00m
Allan,Everton FC,Defensive Midfield,"Jan 8, 1991",32,Brazil,€6.00m
Jean-Philippe Gbamin,Everton FC,Defensive Midfield,"Sep 25, 1995",27,Cote d'Ivoire,€4.80m
André Gomes,Everton FC,Central Midfield,"Jul 30, 1993",29,Portugal,€16.00m
Abdoulaye Doucouré,Everton FC,Central Midfield,"Jan 1, 1993",30,Mali,€12.00m
Tom Davies,Everton FC,Central Midfield,"Jun 30, 1998",25,England,€9.00m
Idrissa Gueye,Everton FC,Central Midfield,"Sep 26, 1989",33,Senegal,€5.00m
Lewis Warrington,Everton FC,Central Midfield,"Oct 10, 2002",20,England,€500k
Isaac Price,Everton FC,Central Midfield,"Sep 26, 2003",19,Northern Ireland,€400k
Alex Iwobi,Everton FC,Attacking Midfield,"May 3, 1996",27,Nigeria,€28.00m
Dele Alli,Everton FC,Attacking Midfield,"Apr 11, 1996",27,England,€8.00m
Sean McAllister,Everton FC,Attacking Midfield,"Sep 15, 2002",20,Northern Ireland,-
Anthony Gordon,Everton FC,Left Winger,"Feb 24, 2001",22,England,€35.00m
Dwight McNeil,Everton FC,Left Winger,"Nov 22, 1999",23,England,€20.00m
Demarai Gray,Everton FC,Left Winger,"Jun 28, 1996",27,Jamaica,€20.00m
Andros Townsend,Everton FC,Right Winger,"Jul 16, 1991",31,England,€1.50m
Stanley Mills,Everton FC,Right Winger,"Oct 25, 2003",19,England,€150k
Dominic Calvert-Lewin,Everton FC,Centre-Forward,"Mar 16, 1997",26,England,€25.00m
Neal Maupay,Everton FC,Centre-Forward,"Aug 14, 1996",26,France,€10.00m
